date,product,contextFirstDate,contextLastDate,calendarSlots,observedSlots,nanSlots,contextSha256
2023-06-06,35,2022-01-10,2023-06-05,512,390,122,31c85cf78a4d8d64f65fd18cdb67da09f12f7c5574188bc32250dc38a3a1b127
2023-06-06,82,2022-01-10,2023-06-05,512,394,118,1acf1caeb92ec6c11cce830c3e66a9fd7d50b02986aa5964a6f0d7a8fed3558b
2023-06-07,11,2022-01-11,2023-06-06,512,396,116,c40a1eb3a67ea13a1b966a3734ce0b2a723827d5cb20ac3a0242778805e32556
2023-06-07,12,2022-01-11,2023-06-06,512,388,124,d4dca5f2472de0b63eca63b8c0c642d70edbff260d61b08ca705632bc901f74f
2023-06-07,13,2022-01-11,2023-06-06,512,394,118,b93dc8aa6f8d6dd90e5139a7c2f71e17122956867b9693955a81b3e52bb39c53
2023-06-07,21,2022-01-11,2023-06-06,512,396,116,cda37e0555d026ea6ebad3c81de8dddf6256d08e723798a7c7833cdaf16ced30
2023-06-07,35,2022-01-11,2023-06-06,512,391,121,09cae5ce9812ede13d9f56c2dbd792d3e70e9c8604a69c0f028b2445be0bd36a
2023-06-07,82,2022-01-11,2023-06-06,512,395,117,014018253ba71e08c45bfb5a7d3c9821e2424f4442796742b202ab9202089f12
2023-06-08,11,2022-01-12,2023-06-07,512,397,115,e3bc3aeaefc899e654bf448726282c10e53cf4d1ac2e146476e17ca92323fbb5
2023-06-08,12,2022-01-12,2023-06-07,512,389,123,a822da85254018bddb33daabf987fd9f4399356f171e0d7cf550b8828f75ccdc
2023-06-08,13,2022-01-12,2023-06-07,512,395,117,f867fe44cdfffc584499292418f03d14ed3a0be9e935698d9f847baf4c4d9c14
2023-06-08,21,2022-01-12,2023-06-07,512,397,115,52190d7ae71bc19aa274322d62b799ca2e3fb908110860dfb7aa02a0c7d834b0
2023-06-08,35,2022-01-12,2023-06-07,512,392,120,7145a6623385c34bd7d0270b58476bba902812698aa35aad96e9197c65152244
2023-06-08,82,2022-01-12,2023-06-07,512,396,116,0276ab2e20087ddb954ca95f751ef409f3df7d00acd7b22145cde56e8864e367
2023-06-09,11,2022-01-13,2023-06-08,512,398,114,141661f5667e525c42baf4883dfe438ac2806e2991476eba9c8c8b8b3ce6d66e
2023-06-09,12,2022-01-13,2023-06-08,512,390,122,1bed7871df2f342310685acca223fafea541046acb4e6612b4207f2182ffe4c4
2023-06-09,13,2022-01-13,2023-06-08,512,396,116,53f6c1077a69851e98c9d0accbf6c4f3fb73983fc5d744c316ed7895c4993b60
2023-06-09,21,2022-01-13,2023-06-08,512,398,114,eedcd4f059905f3de4917d47f768ceed592837337c7ffb23a41d25c1ef5480b4
2023-06-09,35,2022-01-13,2023-06-08,512,393,119,f639df5e34489895d45a81d3a8b5d5dca29bc23d687a41646af9fd20015f99fd
2023-06-09,82,2022-01-13,2023-06-08,512,397,115,37bd9d8b3d945dce13cf391dafe59ae3ed5e05ebac7526692c45a0804014f6f0
2023-06-10,11,2022-01-14,2023-06-09,512,399,113,78fd7510573de12df1d005dc0137b162e62e642054b9c2e7c1ad5ad8994012e4
2023-06-10,12,2022-01-14,2023-06-09,512,391,121,076eb5b58d1df2aa789fed298008886975ed0db8c76993af6ef00cbfcf822100
2023-06-10,13,2022-01-14,2023-06-09,512,397,115,a8d17fa25168d5c723dba27b14ba4bd89319d69892bb2773f3858ca0e734522e
2023-06-10,21,2022-01-14,2023-06-09,512,399,113,55ba9a9bbd219001a27c57465d6fec0b1be81bdcef4375d391dee8181a7b5a20
2023-06-10,35,2022-01-14,2023-06-09,512,394,118,5570955c6b627c127d32d808502038c7256e6630d51e625754ce5c121734307d
2023-06-10,82,2022-01-14,2023-06-09,512,398,114,40bf6fec6347fd02ab7b3e5edb0f8083f02bf11af46c7c984a12075889782951
2023-06-12,11,2022-01-16,2023-06-11,512,400,112,95ba0d5242f21d335ef3d1a659eb35c6628f914e3bb16098d70c451d6f1e8f49
2023-06-12,12,2022-01-16,2023-06-11,512,392,120,f6594eb7fbde7eca9072380c22a1273a02cda1d324ff3d749ffe58535e1098aa
2023-06-12,13,2022-01-16,2023-06-11,512,398,114,eaade5befd27be068bf4d16332250113b0b110bd8220d73f30904a01b32cf371
2023-06-12,21,2022-01-16,2023-06-11,512,400,112,9518e9bbc0668c2fa56ed2dc20ee709f2b8cef47d82c3ddecf8863a7a435a6e4
2023-06-12,35,2022-01-16,2023-06-11,512,395,117,f8795f87ded3a74e1d6f2ce890b2876f75dabbd7a949ec52dbb080dffb5ecb95
2023-06-12,82,2022-01-16,2023-06-11,512,399,113,f6cc010507cc3f2c046ca74ae042fbe10221d3d5d0933b7634dbed9a6d16e2f3
2023-06-13,11,2022-01-17,2023-06-12,512,401,111,f4a22151f27dc8616929a2ec54e08f9ce073c86e0dc6d4ac7dee0b2283da5c3f
2023-06-13,12,2022-01-17,2023-06-12,512,393,119,c8754bd0af13c7cde61bea62b22abb0b7442f8c4fb5f42a78455b6cbc60c4670
2023-06-13,13,2022-01-17,2023-06-12,512,399,113,283da1befa592ab42eff59557c5de116113e5cfb5a42a1263b14603f6703312d
2023-06-13,21,2022-01-17,2023-06-12,512,401,111,0376af2de20006050c6cb4121f6be31003d4b88e8323e1103071116d2adbc1ca
2023-06-13,35,2022-01-17,2023-06-12,512,396,116,a95a5c36e4c327c67765bac830297a34491b5db580d398c61ebc0b7581bd8951
2023-06-13,82,2022-01-17,2023-06-12,512,400,112,c4a3229bea0f7bbaa06e37792c31088f5eae745b76d2b43a435175c66171ce08
2023-06-14,11,2022-01-18,2023-06-13,512,402,110,be3151b3615b917a34a1a3c6afe0a34e6515ffcfbf7f51941680fe1d7c5a8e04
2023-06-14,12,2022-01-18,2023-06-13,512,394,118,21d2e7de218b3544d66fd66ad6f5912d911e4e0d873cc45bc938331867da0235
2023-06-14,13,2022-01-18,2023-06-13,512,400,112,aa6c3cb30ba2aa0745a97e8929823f98717fba781556c62c9b696bb8c4d7679d
2023-06-14,21,2022-01-18,2023-06-13,512,402,110,7f2af9d44159a9e68d0c0358da5e1dacc3005a2aaceb66110d2f6acf72d32117
2023-06-14,35,2022-01-18,2023-06-13,512,397,115,18fba1a0db99787176d91dad0b51f9155113a5f668208082c9c25822a50ce006
2023-06-14,82,2022-01-18,2023-06-13,512,401,111,e424124725e2ea16a311009e03090708ad379638eef31fdb415f9c63880f405d
2023-06-15,11,2022-01-19,2023-06-14,512,403,109,5bfe72d055071f0d717b241cbe73332b945699532f6c5aa8ce9937968ce3b88c
2023-06-15,12,2022-01-19,2023-06-14,512,395,117,9aaaa0aacbae3058750296f5266f2229dabe8cad1114dc7252909a252d6a1528
2023-06-15,13,2022-01-19,2023-06-14,512,401,111,9cc7ab22ed0f5547f4ccd2a2dba3bdad40359ebd836f6fa666eabdcd74385f4b
2023-06-15,21,2022-01-19,2023-06-14,512,403,109,b4baefce9be55f80b53d980643fd20b5d94b73840d67bf66f04e6692524e53cf
2023-06-15,35,2022-01-19,2023-06-14,512,398,114,f5ef05e320a4c244874d619abab1f54a3e9ad3edcc62f056389cbc2bab05aae6
2023-06-15,82,2022-01-19,2023-06-14,512,402,110,801c4084736246dd52e8e4be19827724e47a5ac3e25f117142a037e133d37e83
2023-06-16,11,2022-01-20,2023-06-15,512,404,108,261259ecb0625855c00d0359d9e51d77602167e28f6347b2b3b5fe43efa992ce
2023-06-16,12,2022-01-20,2023-06-15,512,396,116,691337d70878e59949a4e38000199c2b006e287dc17d0773184f38ae3b306613
2023-06-16,13,2022-01-20,2023-06-15,512,402,110,782a29506c156f97d6d8ab81c79e25fe25897d6d47281cad789f2408200e14b4
2023-06-16,21,2022-01-20,2023-06-15,512,404,108,e1a5908677f445ad485282510b8398c78b5160f13468da09616e0b04cbe8604b
2023-06-16,35,2022-01-20,2023-06-15,512,399,113,6479e4d64095c28ec88894dbc169e0a8c22242230961712525816922de7c8d17
2023-06-16,82,2022-01-20,2023-06-15,512,403,109,bf8c0644c3af50b36ef04ab1d1ccc75a562ddc9d6926fcd2336d459cbd0ce846
2023-06-17,11,2022-01-21,2023-06-16,512,405,107,1e300aed60a02b2a01e44223484df9fddab463478d43f58b535f284abd89374f
2023-06-17,12,2022-01-21,2023-06-16,512,397,115,f8e78f3654d287dc42b81b2b47a389b8a4872f630413362d433b9682e785bac5
2023-06-17,13,2022-01-21,2023-06-16,512,403,109,ac74bcb3673f1cf772c66edb0e73c4d4f1ffe01f658adb5e382607c71c1a3b84
2023-06-17,21,2022-01-21,2023-06-16,512,405,107,a36e0f6f7d33238a23c3e756ae0ec08bd4d1f5c7b663b791d6ae33bfd3871661
2023-06-17,35,2022-01-21,2023-06-16,512,400,112,60269bf293d5689307ccc40746457c0b8cfcbdb461b43c0eed74f4d5d77a4959
2023-06-17,82,2022-01-21,2023-06-16,512,404,108,e9f7b93bbd0f4da857d0ecdb7f06b78a5e9ccbeae816b7dc894e05b0c7d2f3ca
2023-06-18,11,2022-01-22,2023-06-17,512,406,106,2a3a9ab451f6894d816c7b993c1332edbeb34cd5634a9d448c70bd88b33ad944
2023-06-18,13,2022-01-22,2023-06-17,512,404,108,e5f007b68e4fe39202bcf8ffb765fba7de755dd4b82bbd64f6305888fee07bb1
2023-06-18,21,2022-01-22,2023-06-17,512,406,106,3fed69372cc3bf5649d59058e3d8406faca79507f6cb91219936e246575b62ec
2023-06-18,35,2022-01-22,2023-06-17,512,401,111,155e3a67459fa6b24a6d6ced7aea9394c7012a03a2714da97b0edb82ff517f46
2023-06-18,82,2022-01-22,2023-06-17,512,405,107,b0e76fa84da550427b58c76cdb2ad0e67c291e966983f248542611cdb21672c6
2023-06-19,11,2022-01-23,2023-06-18,512,407,105,f7dc9bd1fd735807e125b8776ea75f2bd4d699a2b89acda4515711513e014ea1
2023-06-19,12,2022-01-23,2023-06-18,512,398,114,c49986c3795d058368373e1003b2fa72b0dfcd3ad7f7d8c87838627db3286f5f
2023-06-19,13,2022-01-23,2023-06-18,512,405,107,d98e6d551a797a9886dd496f75f322be9e16346aa50669b5b72f13345a61a860
2023-06-19,21,2022-01-23,2023-06-18,512,407,105,a41d1f041bb9940b6026a5faffd7064606682f34362cb0d80934f121df5b5bf0
2023-06-19,35,2022-01-23,2023-06-18,512,402,110,c7a5f6ab0fe8bb61b18b770afd79ea0f8ae412233b1fb3ea75d43e22c82cac06
2023-06-19,82,2022-01-23,2023-06-18,512,406,106,654c6a3af312df6546049f34dee393ade4a8d1816e64ff426066e7a09c33ab5f
2023-06-20,11,2022-01-24,2023-06-19,512,408,104,849c052ba7c9f30c4ad75679cc75f2c243c1c7fd3023c55b398828cd41d289e6
2023-06-20,12,2022-01-24,2023-06-19,512,399,113,afb3b7d4670fbecefa1700280db2f87c3b9f76ef063cacb64e0456f1a1675b28
2023-06-20,13,2022-01-24,2023-06-19,512,406,106,b4d6f9a8a0b995dcfc52d99c129d6195d5023247c6a0dc444127bb0bae25af62
2023-06-20,21,2022-01-24,2023-06-19,512,408,104,96ae9c19cff759eadb44283d37d0a8e046cdbfceca4ba90b0d3ce644fe21ab78
2023-06-20,35,2022-01-24,2023-06-19,512,403,109,c1630679f3d08da347f7957a7607716019132f3a43148ed2bd11419b702f3deb
2023-06-20,82,2022-01-24,2023-06-19,512,407,105,683aa821747253ebaa884e790e99f0d3272c1c10c5b78345e9696c3db69e02e3
2023-06-21,11,2022-01-25,2023-06-20,512,409,103,e0ab19cbf76f3a386e023879d3c2c74d7d65588254f42533ccd8f4ec04046225
2023-06-21,12,2022-01-25,2023-06-20,512,400,112,6fc9bcee26221420dfded866c8900ac1e768a9ea399ffc18b9437cbc703d10bb
2023-06-21,13,2022-01-25,2023-06-20,512,407,105,84e88fcb31b82c9fe47229e87b34a1d51e9bb263362ada19a2a3cfc923290b30
2023-06-21,21,2022-01-25,2023-06-20,512,409,103,58c4c6d612a695db9e108572672e2e45e33a916bdbd8c4ecdc8a2399e600048c
2023-06-21,35,2022-01-25,2023-06-20,512,404,108,65600f36389245e72de4dd919cafe4ffd02469fc1c6c3c0bac72961d1dba441a
2023-06-21,82,2022-01-25,2023-06-20,512,408,104,8dcc5f30d6a3716de14d7e54853e2dad03aef91f3919253c28ade44f65733720
2023-06-22,11,2022-01-26,2023-06-21,512,410,102,84223ac805376e4e6413a1d617ed9f958ca198afee4f87f11e3b9056d71ed0b2
2023-06-22,12,2022-01-26,2023-06-21,512,401,111,d96934b9df95edb7969ab5e12be466ecf30c70aaf96166c3293a3e9b916363e3
2023-06-22,13,2022-01-26,2023-06-21,512,408,104,5bdf2edcd6c93d9d674d5f77c7a5501e0c5ebe97f0e70c10aef8c9284c610403
2023-06-22,21,2022-01-26,2023-06-21,512,410,102,1f1bfcd4e8bcb64d75d32f98008087643ea07f593a5e43a31e2826926e25eba8
2023-06-22,35,2022-01-26,2023-06-21,512,405,107,37d803cf897ba4f1a74b9d05eb34fc109b6c4f4402920cf7256064fc0e1f67d7
2023-06-22,82,2022-01-26,2023-06-21,512,409,103,18e6ec19e46e877ab0eb80a5241a34dc66c5460f14eb37bfe318e08397dc3b41
2023-06-23,11,2022-01-27,2023-06-22,512,411,101,1ae9b4ea56137a5c0b124042f0948c7a82a6e1219b235afbd1e3326b6d41a034
2023-06-23,12,2022-01-27,2023-06-22,512,402,110,f652cfaad4f8bb5a9c37e8ac055e15e51c31b17b94101044837b486e67031d58
2023-06-23,13,2022-01-27,2023-06-22,512,409,103,e735d7326259ecdebb09584c8fa410218b3f47f647cad5ec0420924034684517
2023-06-23,21,2022-01-27,2023-06-22,512,411,101,05818fd0e9e179ddaa4ae5d5045f318572cfd2b1a84a9febbf0a6188951bfcc1
2023-06-23,35,2022-01-27,2023-06-22,512,406,106,07e51b40b30e3c863887d4d30c115ba1d388b8621e38f60f6099dd859ff561e6
2023-06-23,82,2022-01-27,2023-06-22,512,410,102,d81470d9c573be86988730d6d25d2fe6519f36dde5618177ca5fa52322ed4f2d
2023-06-25,11,2022-01-29,2023-06-24,512,412,100,90eab61ee53dd54ca840f28274a6ec2541cd09d1890be7efe49bb813b2bf4d6e
2023-06-25,12,2022-01-29,2023-06-24,512,403,109,4f721f142b351542756926079431ec26ee010ebe455f20e056908d24eef0d4a4
2023-06-25,13,2022-01-29,2023-06-24,512,410,102,5f46e3555b10ca983ee8b056f07a74a098365afb6842f6bc76196bd219a4949d
2023-06-25,21,2022-01-29,2023-06-24,512,412,100,68da74ce83938e7cb1747ec75512b624d2bd8221f3d40e14468281840ef8345d
2023-06-25,35,2022-01-29,2023-06-24,512,407,105,6ca4eee10653abe0e8a90c1172c6f681cf68fb22a603f56304439b8bcb0d4443
2023-06-25,82,2022-01-29,2023-06-24,512,411,101,931f9e18f5068cbc72d1ebcabd8a6903d441f4c1d489deab16c85654edd9627a
2023-06-26,11,2022-01-30,2023-06-25,512,413,99,2630feb602fb668e00b623257a7a17dbf5c5c10685c837276210e69e1dfcbdcf
2023-06-26,12,2022-01-30,2023-06-25,512,404,108,cd8edd96b2be4e2b68ed0268c066ede9aab8a925c6fcfd68f9f10a775c111fa4
2023-06-26,13,2022-01-30,2023-06-25,512,411,101,15933fa571c7310d4de8008ce8cbec4825eff13138f94996002d2a1084b4ace5
2023-06-26,21,2022-01-30,2023-06-25,512,413,99,edbec1a0a00f7d709e147da7b548f3594654eab8791a8fd90a083d33dc8ba914
2023-06-26,35,2022-01-30,2023-06-25,512,408,104,5e00ce602fe1d36627928fd11d4ab82a32138591a414deeaaddfeee708eb3440
2023-06-26,82,2022-01-30,2023-06-25,512,412,100,dffb46417948d625ef2f7f7a1028ec67ee312231dcf28f01d80428519a4f2ed5
2023-06-27,11,2022-01-31,2023-06-26,512,414,98,7f0945a5c9c524a7ffecaa1308cd44ba425cfae6176e86d34e427a6d094f65e5
2023-06-27,12,2022-01-31,2023-06-26,512,405,107,4a3fce9946f72a74cf75e337a20b2952c41cf740a49d7b01849ebfd468ec132e
2023-06-27,13,2022-01-31,2023-06-26,512,412,100,9a29a7baceba099152cea12248188069ee440405d4d52ecf371e37b957838b84
2023-06-27,21,2022-01-31,2023-06-26,512,414,98,98abf615d08dfa31b9721214bdabe45ebd3d95be5e036f3395ae49014fe0bd78
2023-06-27,35,2022-01-31,2023-06-26,512,409,103,0a6e3f31a62fd24734dfdd98cba3bbcd22f9d7f2c56d94a6a7235b6ab725403d
2023-06-27,82,2022-01-31,2023-06-26,512,413,99,73c5555d109920f012a9f427caf1caf7a33caf0608c4222d950a07ae07a0dd2e
2023-06-28,11,2022-02-01,2023-06-27,512,415,97,c23058bbd7a774af1c2a1a5f76d5ab96179eb0b2a13ea5fa894cfdc27ea65543
2023-06-28,12,2022-02-01,2023-06-27,512,406,106,75f7fa9fe14279a710dd0ecedd83f5ff5e16da5002115e3a5b5acdc05974daa4
2023-06-28,13,2022-02-01,2023-06-27,512,413,99,a0db048a42fcfcb9a92dbdc7ecd15392fa0cdd338891b187564a240fa3c09f50
2023-06-28,21,2022-02-01,2023-06-27,512,415,97,5090d9f677d8b354eab8f5cac2e456569977a0b7b34f9de42fa07e22951c100e
2023-06-28,35,2022-02-01,2023-06-27,512,410,102,cd6b5f8a28424c65e180b57c3644cd224280614b0e68690979ebc8c5e51eee6d
2023-06-28,82,2022-02-01,2023-06-27,512,414,98,54e0e1feea3da93ea8f0b1feb4e51e38e454c32982b4b6a52c12acdcdb66aa2d
2023-06-29,11,2022-02-02,2023-06-28,512,416,96,0d2c54f0a5bc13c8ae38b687ae41bd281d08451046ad2dac450a6dffaee8a5de
2023-06-29,12,2022-02-02,2023-06-28,512,407,105,8998a4a7f85521a5145ccbdda3d0f18f44a5c5afb133c9238d92fa50a0b00c69
2023-06-29,13,2022-02-02,2023-06-28,512,414,98,0a041559e9e2648891249dd9c20bc2b772441f7fa003eca1e10ddc0c3124b072
2023-06-29,21,2022-02-02,2023-06-28,512,416,96,517c9f8515f2a4d285628c760efa20fc7c67e0281ef34c561037920566ce33ea
2023-06-29,35,2022-02-02,2023-06-28,512,411,101,3ca8bafa0a07f8a6ce64430cc93f967fd01f1d0cf0e0085f80cfada33d462a4e
2023-06-29,82,2022-02-02,2023-06-28,512,415,97,507582a82696894c6891d9b0fba923e7b3ba9442d5435fc1b1ac8f2df3c495cb
2023-06-30,11,2022-02-03,2023-06-29,512,417,95,0c1b47309d1a8e9b05a4ff0cee14d68bd7a4410ab9521fa9188773c657c349a3
2023-06-30,12,2022-02-03,2023-06-29,512,408,104,5479227e8f467c6b4d7294efdc3211976b04db694a2c0b3944c4c0a31ce978e9
2023-06-30,13,2022-02-03,2023-06-29,512,415,97,db553978c858f5323da4b8341cf83b1444608023a9e93c94373059794530269a
2023-06-30,21,2022-02-03,2023-06-29,512,417,95,a09a30ec8d29d07e5bb44bf31f0ad27e3acf425a5b885929579e437c978dfb4d
2023-06-30,35,2022-02-03,2023-06-29,512,412,100,299073d7083316c5705c39fac8a6e3c8b88f03a7395daea137ccfa3332d940d5
2023-06-30,82,2022-02-03,2023-06-29,512,416,96,16998a2ca42f07dc33568af9ceeec2f72ac9aa9ab56c418effe4c491cfd2ded3
2023-07-01,11,2022-02-04,2023-06-30,512,418,94,11b1edcff7094219c2ca74e8c430266120c5f2e38020c3f52533ef63d943a918
2023-07-01,12,2022-02-04,2023-06-30,512,409,103,180166ff34c4277a99033b55e1d42d15895552dd0571b864036a0bdbf378e069
2023-07-01,13,2022-02-04,2023-06-30,512,416,96,da66b8df65bc4e1e16237d14d01504563d9782f6be026788d4b42665938bcd2c
2023-07-01,21,2022-02-04,2023-06-30,512,418,94,fcb90765e12de1ef2aa0b1b190050f4a60b7008de9690e2b560ead28f83525b7
2023-07-01,35,2022-02-04,2023-06-30,512,413,99,a7a4ae0c9be8de15f153fdcc1250080cc9d44dbdacdc36e8c932673fa28092fa
2023-07-01,82,2022-02-04,2023-06-30,512,417,95,cf61f8dc43463e609f06311193a0d3a771f2f02c03d05f3d21211d5ec157ac1f
2023-07-02,11,2022-02-05,2023-07-01,512,419,93,81623d5b52cf2504f6112f59b175bab11da252c317832747caf28c92c35ae558
2023-07-02,12,2022-02-05,2023-07-01,512,410,102,f24c8d279f4daacff12ee39f5cde65187dc08251ee7c22a24052ece810296135
2023-07-02,13,2022-02-05,2023-07-01,512,417,95,09399dcf40cc48204a90f4b033e037a781916634c5ef67d4b39bbe84cff4b3e2
2023-07-02,21,2022-02-05,2023-07-01,512,419,93,d7b7d20e378e5c5cb1f741d6c8148152719189a2695897873745a530e066c8da
2023-07-02,35,2022-02-05,2023-07-01,512,414,98,e29d949829abc410b04ebc57ef6304dc2059b4147aeaa9a83da3d419383c8c9b
2023-07-02,82,2022-02-05,2023-07-01,512,418,94,1fced6eae064a3bdcce2407a9a5d855eab7b7916637b92029121fa70f2bd2fa0
2023-07-03,11,2022-02-06,2023-07-02,512,420,92,99b1c9d0d345a7502f0369be1606ff1aa2eac1e9a9298400eb233a902f35e3c1
2023-07-03,12,2022-02-06,2023-07-02,512,411,101,de58e7ecae672f4ac0eab97357c78815614a2f4710b07be056c9efe2e6eb9eee
2023-07-03,13,2022-02-06,2023-07-02,512,418,94,43a2d861f97d9da604dc810eff654ccf2b8beba34c79617277dc8ccecf20e3ed
2023-07-03,21,2022-02-06,2023-07-02,512,420,92,d5a1f23edd6a7e35c423eefba5b47b4df665dee05aba4cde5b60ccdca990f22f
2023-07-03,35,2022-02-06,2023-07-02,512,415,97,9d0af60fefca6759304af1d9e3fc707fad657f105a37177bfa0be483921c8619
2023-07-03,82,2022-02-06,2023-07-02,512,419,93,9049348ab955e773fa97bbf75815e2c4cfa9a36606a644c2931b227aa0ff43f3
2023-07-04,11,2022-02-07,2023-07-03,512,421,91,090af6ddbd72344a0c84dae9062b28f2c33f76a027d2bdd0696260db4eea2930
2023-07-04,12,2022-02-07,2023-07-03,512,412,100,5379dbc08800751e44d8074680fc23004d3acc5d0b2a336f989e57cb95a38079
2023-07-04,13,2022-02-07,2023-07-03,512,419,93,b91e6828a5e2105b4026d22b36ab23378037f302a4f11e86f4a80e6e2bfa705d
2023-07-04,21,2022-02-07,2023-07-03,512,421,91,a0abdf88e859753abb2f76ecc7f0ba2eca7622cb6406be65aa0b3ee4e1143d24
2023-07-04,35,2022-02-07,2023-07-03,512,416,96,89001d8020129586fc205f96762c0dc8381cc9abdfa1e25cd3d97559d3a72d1d
2023-07-04,82,2022-02-07,2023-07-03,512,420,92,a49a1165676c1b810f46ca793086ce28f45eaef8ec7aaa1d37c23ed46bd41389
2023-07-05,11,2022-02-08,2023-07-04,512,422,90,216db464d82474b466747d8672a66898f493059eca130fd4448d55b913d9eeb9
2023-07-05,12,2022-02-08,2023-07-04,512,413,99,e52fa651f24f8f2a9d291a7fd1415f09f78c12c278e31e26b092b710012fa945
2023-07-05,13,2022-02-08,2023-07-04,512,420,92,47c020220fbdde9a773c1d31c31447343f95bfba635181d922dd84e16e48a9cc
2023-07-05,21,2022-02-08,2023-07-04,512,422,90,cedafae3f55fbd30e91e1849c66b518f0736b92bc0dff5054f056db5697af305
2023-07-05,35,2022-02-08,2023-07-04,512,417,95,b97bbcea353ad7bacecd3bd240680cede02bb85b87fe79215a6bc4509593af1e
2023-07-05,82,2022-02-08,2023-07-04,512,421,91,52e5951aa71b032e34fdfce30e0bdf041b5a7c048aa679f6812303293a6c01ba
2023-07-06,11,2022-02-09,2023-07-05,512,423,89,68235311a432f2c3773f3459d2fa1525c00f6f9819d198e4cd3e980d1a9cf184
2023-07-06,12,2022-02-09,2023-07-05,512,414,98,70b4ec53d895cee200985fd05213afea88f23a3cef165768434c9fce1e7d857f
2023-07-06,13,2022-02-09,2023-07-05,512,421,91,b49a6b485c91da472b60e69171f23e54f60770698b9b9862809a3cf72833545d
2023-07-06,21,2022-02-09,2023-07-05,512,423,89,cccd962348c1b4b0d76370cd42ce1b2cc8b4ef81e01296de8d8defa5f9e431bb
2023-07-06,35,2022-02-09,2023-07-05,512,418,94,32e1ee008635e4acfa118c6ba0b15e33ecfea6ed2f69b7667807ffccf454c8eb
2023-07-06,82,2022-02-09,2023-07-05,512,422,90,e76daeec949b9d18a6d64fe76a159d17a0768060ebc34e649078e45059d93d68
2023-07-07,11,2022-02-10,2023-07-06,512,424,88,9005debd51d41f3837cd7b578c40b99f4ce841790c53ccf4eaf0979f814046ac
2023-07-07,12,2022-02-10,2023-07-06,512,415,97,c0605eb01a5531eb18f531cc4e90a460626a21eeb4456a073f60c5f1a9c4f37b
2023-07-07,13,2022-02-10,2023-07-06,512,422,90,b941adf3734d7059b86e5828a0c5872aac0ac2fda161df6729ec7e27eee97888
2023-07-07,21,2022-02-10,2023-07-06,512,424,88,411b17bbccd7709b0d52c0b1e4fcfbc4cff7fa051537bdad2d690b1273297795
2023-07-07,35,2022-02-10,2023-07-06,512,419,93,1e4ccf1947db14f528cbb10fca5a3214e0e65e1df67ff4afef22186522aec348
2023-07-07,82,2022-02-10,2023-07-06,512,423,89,6113f2f3bd1c31be180f9d3ebee26252b026b860cf418346f9e05b58beda0e15
2023-07-08,11,2022-02-11,2023-07-07,512,425,87,4b391ddc53320ba43b82aee54a131f502abc0839db217b4ca8ca42b3d1fbe290
2023-07-08,12,2022-02-11,2023-07-07,512,416,96,a0c49498f211ef835c949cb77f0e26021cb2b1ff5d5515568ec98baad61dceb6
2023-07-08,13,2022-02-11,2023-07-07,512,423,89,e3d95621c46477c0680a960f1eba1dee92f01beec9a4cacc006efd63dc0e0950
2023-07-08,21,2022-02-11,2023-07-07,512,425,87,5c0557e7cef2acc7061274fc385aef00885e85fa6667f67e6c3230635eae87aa
2023-07-08,35,2022-02-11,2023-07-07,512,420,92,00ff497cc2420016a6a2979796a9c779e8551df45fcc8c42a0d5bfd9d2d86f3e
2023-07-08,82,2022-02-11,2023-07-07,512,424,88,3b18b864145dc09285b25d2540057f7df109bc41ebd58bf06c00b1edd52c3a51
2023-07-09,11,2022-02-12,2023-07-08,512,426,86,5ec175f7f77df608fa518030e446d12bd7e420c78a5f13cace798912ccd8b826
2023-07-09,12,2022-02-12,2023-07-08,512,417,95,cb72c4422b3593ddb931439bc17fe24c3b7c6feed341a890ad611c9be5172396
2023-07-09,13,2022-02-12,2023-07-08,512,424,88,a5491f8c62aef5c3dd184cedeb545e5b9c32956e77613bf3a3b470ffaeba28d7
2023-07-09,21,2022-02-12,2023-07-08,512,426,86,da3e3e335f04ce251f0c6e775802a819ea6d9b9a03f4c3c124e0ffbc572f7ecd
2023-07-09,35,2022-02-12,2023-07-08,512,421,91,cb07f7e1fd8eea54475b63ed14eb009e2a2d90087a194e17f82588a7db70daf5
2023-07-09,82,2022-02-12,2023-07-08,512,425,87,890625216ed6029aad1083862ce646f701198dcfd23a74629b4d743ce81f6749
2023-07-10,11,2022-02-13,2023-07-09,512,427,85,c080f2e1b330e6904e848f4a92ff5bfb352df0190bc0d27b39de19a21a47bb83
2023-07-10,12,2022-02-13,2023-07-09,512,418,94,68af950bf4ca6e3e5b92613435e9d2e4e4dd4ad5b098085f0df5ec3ebc1ace52
2023-07-10,13,2022-02-13,2023-07-09,512,425,87,3314fa02a1700313cf0d100c5625ccd97063ab5e5ced4603a1bd8f0bde7322cf
2023-07-10,21,2022-02-13,2023-07-09,512,427,85,76e1db6d09e10eb4f34bbb7c6f9dca627335bcbd30acdf32430e2127d0874257
2023-07-10,35,2022-02-13,2023-07-09,512,422,90,03f5b4004b9e31c504b2d4fae14570820e7b56b323e33bdb26269d022a48e068
2023-07-10,82,2022-02-13,2023-07-09,512,426,86,e54205d2e808b8b5e4a7fc1e7c4974b3d5d6520b8a951829f60d9fbcb572d989
2023-07-11,11,2022-02-14,2023-07-10,512,428,84,d8c8951164a784b23a952a4d6e5e5d0bba32778af12cd045ff5d0cb9f6414405
