variantId,splitId,date,product,weightCutoffExclusive,weightLatestOutcome,weightRows,residualFirstOutcome,residualLatestOutcome,residualRows,newObservedHistoryUsed,correctionP50,correctionP75,weight_extra-trees,weight_catboost,weight_scaled-catboost,weight_spline-ridge,weight_weekday-8
custom-weekly-daily,split-1,2023-07-04,82,2023-07-03,2023-07-02,323,2023-05-09,2023-07-03,54,True,0.75366035630748196,0.032068455460510029,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-05,11,2023-07-03,2023-07-02,323,2023-05-10,2023-07-04,54,True,0.037972099638208211,2.0951840002409829,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-05,12,2023-07-03,2023-07-02,323,2023-05-10,2023-07-04,53,True,-0.25329671638561607,0.65296271387775662,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-05,13,2023-07-03,2023-07-02,323,2023-05-10,2023-07-04,54,True,-0.33943432529747791,0.73509398043271068,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-05,21,2023-07-03,2023-07-02,323,2023-05-10,2023-07-04,54,True,0.037449366562498553,-0.3446536801863721,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-05,35,2023-07-03,2023-07-02,323,2023-05-10,2023-07-04,54,True,-1.6343878050473821,3.4424847032284305,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-05,82,2023-07-03,2023-07-02,323,2023-05-10,2023-07-04,54,True,0.75366035630748196,0.032068455460510029,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-06,11,2023-07-03,2023-07-02,323,2023-05-11,2023-07-05,54,True,0.77393346833749976,2.8311482366438416,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-06,12,2023-07-03,2023-07-02,323,2023-05-11,2023-07-05,53,True,-0.24790742454762424,0.6390698901782299,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-06,13,2023-07-03,2023-07-02,323,2023-05-11,2023-07-05,54,True,-2.256086322362544,0.72073157584166303,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-06,21,2023-07-03,2023-07-02,323,2023-05-11,2023-07-05,54,True,-0.60973720505646867,-0.3441606134049896,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-06,35,2023-07-03,2023-07-02,323,2023-05-11,2023-07-05,54,True,-1.6262362449224574,2.9037538301659271,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-06,82,2023-07-03,2023-07-02,323,2023-05-11,2023-07-05,54,True,0.73965179949879267,0.031472387515147388,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-07,11,2023-07-03,2023-07-02,323,2023-05-12,2023-07-06,54,True,0.7856379979626571,2.8720945954382766,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-07,12,2023-07-03,2023-07-02,323,2023-05-12,2023-07-06,53,True,-0.0054262619147643423,0.5602942729674727,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-07,13,2023-07-03,2023-07-02,323,2023-05-12,2023-07-06,54,True,-2.2274765320427292,0.71159186382917816,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-07,21,2023-07-03,2023-07-02,323,2023-05-12,2023-07-06,54,True,-0.63244947917032002,-0.081985853102840248,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-07,35,2023-07-03,2023-07-02,323,2023-05-12,2023-07-06,54,True,-1.5088295127995575,2.9037538301659271,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-07,82,2023-07-03,2023-07-02,323,2023-05-12,2023-07-06,54,True,0.73404837677531698,0.03123396033700233,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-08,11,2023-07-03,2023-07-02,323,2023-05-13,2023-07-07,54,True,0.038129660217619862,2.8311482366438416,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-08,12,2023-07-03,2023-07-02,323,2023-05-13,2023-07-07,53,True,-0.23892527148430456,0.54195736948853723,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-08,13,2023-07-03,2023-07-02,323,2023-05-13,2023-07-07,54,True,-2.1784311772087608,0.13738984684095815,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-08,21,2023-07-03,2023-07-02,323,2023-05-13,2023-07-07,54,True,-0.62633463613966767,-0.081193172202674663,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
custom-weekly-daily,split-1,2023-07-08,35,2023-07-03,2023-07-02,323,2023-05-13,2023-07-07,54,True,-1.4880311109940498,2.8637271482964723,0.28969175038109501,0.098801119086317155,0.27524664987538677,0.2508619950376752,0.085398485619525899
